2022-11-01 21:17:22 status installed libsystemd0:amd64 249.11-0ubuntu3
2022-11-01 21:17:22 startup packages configure
2022-11-01 21:17:22 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-01 21:17:22 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:22 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:23 startup archives unpack
2022-11-01 21:17:23 upgrade libtasn1-6:amd64 4.18.0-4build1 4.18.0-4build1
2022-11-01 21:17:23 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:23 status half-configured libtasn1-6:amd64 4.18.0-4build1
2022-11-01 21:17:23 status unpacked libtasn1-6:amd64 4.18.0-4build1
2022-11-01 21:17:23 status half-installed libtasn1-6:amd64 4.18.0-4build1
2022-11-01 21:17:23 status unpacked libtasn1-6:amd64 4.18.0-4build1
2022-11-01 21:17:23 startup packages configure
2022-11-01 21:17:23 configure libtasn1-6:amd64 4.18.0-4build1 <none>
2022-11-01 21:17:23 status unpacked libtasn1-6:amd64 4.18.0-4build1
2022-11-01 21:17:23 status half-configured libtasn1-6:amd64 4.18.0-4build1
2022-11-01 21:17:23 status installed libtasn1-6:amd64 4.18.0-4build1
2022-11-01 21:17:23 startup packages configure
2022-11-01 21:17:23 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-01 21:17:23 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:23 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:25 startup archives unpack
2022-11-01 21:17:25 upgrade libtinfo6:amd64 6.3-2 6.3-2
2022-11-01 21:17:25 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:25 status half-configured libtinfo6:amd64 6.3-2
2022-11-01 21:17:25 status unpacked libtinfo6:amd64 6.3-2
2022-11-01 21:17:25 status half-installed libtinfo6:amd64 6.3-2
2022-11-01 21:17:25 status unpacked libtinfo6:amd64 6.3-2
2022-11-01 21:17:25 startup packages configure
2022-11-01 21:17:25 configure libtinfo6:amd64 6.3-2 <none>
2022-11-01 21:17:25 status unpacked libtinfo6:amd64 6.3-2
2022-11-01 21:17:25 status half-configured libtinfo6:amd64 6.3-2
2022-11-01 21:17:25 status installed libtinfo6:amd64 6.3-2
2022-11-01 21:17:25 startup packages configure
2022-11-01 21:17:25 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-01 21:17:25 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:25 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:26 startup archives unpack
2022-11-01 21:17:27 upgrade libtirpc-common:all 1.3.2-2build1 1.3.2-2build1
2022-11-01 21:17:27 status half-configured libtirpc-common:all 1.3.2-2build1
2022-11-01 21:17:27 status unpacked libtirpc-common:all 1.3.2-2build1
2022-11-01 21:17:27 status half-installed libtirpc-common:all 1.3.2-2build1
2022-11-01 21:17:27 status unpacked libtirpc-common:all 1.3.2-2build1
2022-11-01 21:17:27 startup packages configure
2022-11-01 21:17:27 configure libtirpc-common:all 1.3.2-2build1 <none>
2022-11-01 21:17:27 status unpacked libtirpc-common:all 1.3.2-2build1
2022-11-01 21:17:27 status half-configured libtirpc-common:all 1.3.2-2build1
2022-11-01 21:17:27 status installed libtirpc-common:all 1.3.2-2build1
2022-11-01 21:17:27 startup packages configure
2022-11-01 21:17:28 startup archives unpack
2022-11-01 21:17:28 upgrade libtirpc3:amd64 1.3.2-2build1 1.3.2-2build1
2022-11-01 21:17:28 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:28 status half-configured libtirpc3:amd64 1.3.2-2build1
2022-11-01 21:17:28 status unpacked libtirpc3:amd64 1.3.2-2build1
2022-11-01 21:17:28 status half-installed libtirpc3:amd64 1.3.2-2build1
2022-11-01 21:17:28 status unpacked libtirpc3:amd64 1.3.2-2build1
2022-11-01 21:17:28 startup packages configure
2022-11-01 21:17:28 configure libtirpc3:amd64 1.3.2-2build1 <none>
2022-11-01 21:17:28 status unpacked libtirpc3:amd64 1.3.2-2build1
2022-11-01 21:17:28 status half-configured libtirpc3:amd64 1.3.2-2build1
2022-11-01 21:17:28 status installed libtirpc3:amd64 1.3.2-2build1
2022-11-01 21:17:28 startup packages configure
2022-11-01 21:17:28 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-01 21:17:28 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:28 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:30 startup archives unpack
2022-11-01 21:17:30 upgrade libudev1:amd64 249.11-0ubuntu3 249.11-0ubuntu3
2022-11-01 21:17:30 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:30 status half-configured libudev1:amd64 249.11-0ubuntu3
2022-11-01 21:17:30 status unpacked libudev1:amd64 249.11-0ubuntu3
2022-11-01 21:17:30 status half-installed libudev1:amd64 249.11-0ubuntu3
2022-11-01 21:17:30 status unpacked libudev1:amd64 249.11-0ubuntu3
2022-11-01 21:17:30 startup packages configure
2022-11-01 21:17:30 configure libudev1:amd64 249.11-0ubuntu3 <none>
2022-11-01 21:17:30 status unpacked libudev1:amd64 249.11-0ubuntu3
2022-11-01 21:17:30 status half-configured libudev1:amd64 249.11-0ubuntu3
2022-11-01 21:17:30 status installed libudev1:amd64 249.11-0ubuntu3
2022-11-01 21:17:31 startup packages configure
2022-11-01 21:17:31 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-01 21:17:31 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:31 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:32 startup archives unpack
2022-11-01 21:17:32 upgrade libunistring2:amd64 1.0-1 1.0-1
2022-11-01 21:17:32 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:32 status half-configured libunistring2:amd64 1.0-1
2022-11-01 21:17:32 status unpacked libunistring2:amd64 1.0-1
2022-11-01 21:17:32 status half-installed libunistring2:amd64 1.0-1
2022-11-01 21:17:32 status unpacked libunistring2:amd64 1.0-1
2022-11-01 21:17:32 startup packages configure
2022-11-01 21:17:32 configure libunistring2:amd64 1.0-1 <none>
2022-11-01 21:17:32 status unpacked libunistring2:amd64 1.0-1
2022-11-01 21:17:32 status half-configured libunistring2:amd64 1.0-1
2022-11-01 21:17:32 status installed libunistring2:amd64 1.0-1
2022-11-01 21:17:33 startup packages configure
2022-11-01 21:17:33 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-01 21:17:33 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:33 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:34 startup archives unpack
2022-11-01 21:17:34 upgrade libuuid1:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3
2022-11-01 21:17:34 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:34 status half-configured libuuid1:amd64 2.37.2-4ubuntu3
2022-11-01 21:17:34 status unpacked libuuid1:amd64 2.37.2-4ubuntu3
2022-11-01 21:17:34 status half-installed libuuid1:amd64 2.37.2-4ubuntu3
2022-11-01 21:17:34 status unpacked libuuid1:amd64 2.37.2-4ubuntu3
2022-11-01 21:17:34 startup packages configure
2022-11-01 21:17:34 configure libuuid1:amd64 2.37.2-4ubuntu3 <none>
2022-11-01 21:17:34 status unpacked libuuid1:amd64 2.37.2-4ubuntu3
2022-11-01 21:17:34 status half-configured libuuid1:amd64 2.37.2-4ubuntu3
2022-11-01 21:17:34 status installed libuuid1:amd64 2.37.2-4ubuntu3
2022-11-01 21:17:34 startup packages configure
2022-11-01 21:17:34 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-01 21:17:34 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:34 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:36 startup archives unpack
2022-11-01 21:17:36 upgrade libxxhash0:amd64 0.8.1-1 0.8.1-1
2022-11-01 21:17:36 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:36 status half-configured libxxhash0:amd64 0.8.1-1
2022-11-01 21:17:36 status unpacked libxxhash0:amd64 0.8.1-1
2022-11-01 21:17:36 status half-installed libxxhash0:amd64 0.8.1-1
2022-11-01 21:17:36 status unpacked libxxhash0:amd64 0.8.1-1
2022-11-01 21:17:36 startup packages configure
2022-11-01 21:17:36 configure libxxhash0:amd64 0.8.1-1 <none>
2022-11-01 21:17:36 status unpacked libxxhash0:amd64 0.8.1-1
2022-11-01 21:17:36 status half-configured libxxhash0:amd64 0.8.1-1
2022-11-01 21:17:36 status installed libxxhash0:amd64 0.8.1-1
2022-11-01 21:17:36 startup packages configure
2022-11-01 21:17:36 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-01 21:17:36 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:36 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:37 startup archives unpack
2022-11-01 21:17:37 upgrade libzstd1:amd64 1.4.8+dfsg-3build1 1.4.8+dfsg-3build1
2022-11-01 21:17:37 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:37 status half-configured libzstd1:amd64 1.4.8+dfsg-3build1
2022-11-01 21:17:37 status unpacked libzstd1:amd64 1.4.8+dfsg-3build1
2022-11-01 21:17:37 status half-installed libzstd1:amd64 1.4.8+dfsg-3build1
2022-11-01 21:17:37 status unpacked libzstd1:amd64 1.4.8+dfsg-3build1
2022-11-01 21:17:38 startup packages configure
2022-11-01 21:17:38 configure libzstd1:amd64 1.4.8+dfsg-3build1 <none>
2022-11-01 21:17:38 status unpacked libzstd1:amd64 1.4.8+dfsg-3build1
2022-11-01 21:17:38 status half-configured libzstd1:amd64 1.4.8+dfsg-3build1
2022-11-01 21:17:38 status installed libzstd1:amd64 1.4.8+dfsg-3build1
2022-11-01 21:17:38 startup packages configure
2022-11-01 21:17:38 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-01 21:17:38 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:38 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:17:39 startup archives unpack
2022-11-01 21:17:39 upgrade login:amd64 1:4.8.1-2ubuntu2 1:4.8.1-2ubuntu2
2022-11-01 21:17:39 status half-configured login:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:17:39 status unpacked login:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:17:39 status half-installed login:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:17:39 status unpacked login:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:17:39 startup packages configure
2022-11-01 21:17:39 configure login:amd64 1:4.8.1-2ubuntu2 <none>
2022-11-01 21:17:39 status unpacked login:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:17:39 status half-configured login:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:17:39 status installed login:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:17:39 startup packages configure
2022-11-01 21:17:41 startup archives unpack
2022-11-01 21:17:41 upgrade logsave:amd64 1.46.5-2ubuntu1 1.46.5-2ubuntu1
2022-11-01 21:17:41 status half-configured logsave:amd64 1.46.5-2ubuntu1
2022-11-01 21:17:41 status unpacked logsave:amd64 1.46.5-2ubuntu1
2022-11-01 21:17:41 status half-installed logsave:amd64 1.46.5-2ubuntu1
2022-11-01 21:17:41 status unpacked logsave:amd64 1.46.5-2ubuntu1
2022-11-01 21:17:41 startup packages configure
2022-11-01 21:17:41 configure logsave:amd64 1.46.5-2ubuntu1 <none>
2022-11-01 21:17:41 status unpacked logsave:amd64 1.46.5-2ubuntu1
2022-11-01 21:17:41 status half-configured logsave:amd64 1.46.5-2ubuntu1
2022-11-01 21:17:41 status installed logsave:amd64 1.46.5-2ubuntu1
2022-11-01 21:17:42 startup archives unpack
2022-11-01 21:17:42 upgrade lsb-base:all 11.1.0ubuntu4 11.1.0ubuntu4
2022-11-01 21:17:42 status half-configured lsb-base:all 11.1.0ubuntu4
2022-11-01 21:17:42 status unpacked lsb-base:all 11.1.0ubuntu4
2022-11-01 21:17:42 status half-installed lsb-base:all 11.1.0ubuntu4
2022-11-01 21:17:42 status unpacked lsb-base:all 11.1.0ubuntu4
2022-11-01 21:17:43 startup packages configure
2022-11-01 21:17:43 configure lsb-base:all 11.1.0ubuntu4 <none>
2022-11-01 21:17:43 status unpacked lsb-base:all 11.1.0ubuntu4
2022-11-01 21:17:43 status half-configured lsb-base:all 11.1.0ubuntu4
2022-11-01 21:17:43 status installed lsb-base:all 11.1.0ubuntu4
2022-11-01 21:17:43 startup packages configure
2022-11-01 21:17:44 startup archives unpack
2022-11-01 21:17:44 upgrade mawk:amd64 1.3.4.20200120-3 1.3.4.20200120-3
2022-11-01 21:17:44 status half-configured mawk:amd64 1.3.4.20200120-3
2022-11-01 21:17:44 status unpacked mawk:amd64 1.3.4.20200120-3
2022-11-01 21:17:44 status half-installed mawk:amd64 1.3.4.20200120-3
2022-11-01 21:17:44 status unpacked mawk:amd64 1.3.4.20200120-3
2022-11-01 21:17:44 startup packages configure
2022-11-01 21:17:44 configure mawk:amd64 1.3.4.20200120-3 <none>
2022-11-01 21:17:44 status unpacked mawk:amd64 1.3.4.20200120-3
2022-11-01 21:17:44 status half-configured mawk:amd64 1.3.4.20200120-3
2022-11-01 21:17:44 status installed mawk:amd64 1.3.4.20200120-3
2022-11-01 21:17:46 startup archives unpack
2022-11-01 21:17:46 upgrade mount:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3
2022-11-01 21:17:46 status half-configured mount:amd64 2.37.2-4ubuntu3
2022-11-01 21:17:46 status unpacked mount:amd64 2.37.2-4ubuntu3
2022-11-01 21:17:46 status half-installed mount:amd64 2.37.2-4ubuntu3
2022-11-01 21:17:46 status unpacked mount:amd64 2.37.2-4ubuntu3
2022-11-01 21:17:46 startup packages configure
2022-11-01 21:17:46 configure mount:amd64 2.37.2-4ubuntu3 <none>
2022-11-01 21:17:46 status unpacked mount:amd64 2.37.2-4ubuntu3
2022-11-01 21:17:46 status half-configured mount:amd64 2.37.2-4ubuntu3
2022-11-01 21:17:46 status installed mount:amd64 2.37.2-4ubuntu3
2022-11-01 21:17:47 startup archives unpack
2022-11-01 21:17:47 upgrade ncurses-base:all 6.3-2 6.3-2
2022-11-01 21:17:47 status half-configured ncurses-base:all 6.3-2
2022-11-01 21:17:47 status unpacked ncurses-base:all 6.3-2
2022-11-01 21:17:47 status half-installed ncurses-base:all 6.3-2
2022-11-01 21:17:47 status unpacked ncurses-base:all 6.3-2
2022-11-01 21:17:47 startup packages configure
2022-11-01 21:17:47 configure ncurses-base:all 6.3-2 <none>
2022-11-01 21:17:47 status unpacked ncurses-base:all 6.3-2
2022-11-01 21:17:47 status half-configured ncurses-base:all 6.3-2
2022-11-01 21:17:47 status installed ncurses-base:all 6.3-2
2022-11-01 21:17:47 startup packages configure
2022-11-01 21:17:49 startup archives unpack
2022-11-01 21:17:49 upgrade ncurses-bin:amd64 6.3-2 6.3-2
2022-11-01 21:17:49 status half-configured ncurses-bin:amd64 6.3-2
2022-11-01 21:17:49 status unpacked ncurses-bin:amd64 6.3-2
2022-11-01 21:17:49 status half-installed ncurses-bin:amd64 6.3-2
2022-11-01 21:17:49 status unpacked ncurses-bin:amd64 6.3-2
2022-11-01 21:17:49 startup packages configure
2022-11-01 21:17:49 configure ncurses-bin:amd64 6.3-2 <none>
2022-11-01 21:17:49 status unpacked ncurses-bin:amd64 6.3-2
2022-11-01 21:17:49 status half-configured ncurses-bin:amd64 6.3-2
2022-11-01 21:17:49 status installed ncurses-bin:amd64 6.3-2
2022-11-01 21:17:49 startup packages configure
2022-11-01 21:17:51 startup archives unpack
2022-11-01 21:17:51 upgrade passwd:amd64 1:4.8.1-2ubuntu2 1:4.8.1-2ubuntu2
2022-11-01 21:17:51 status half-configured passwd:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:17:51 status unpacked passwd:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:17:51 status half-installed passwd:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:17:51 status unpacked passwd:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:17:51 startup packages configure
2022-11-01 21:17:51 configure passwd:amd64 1:4.8.1-2ubuntu2 <none>
2022-11-01 21:17:51 status unpacked passwd:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:17:51 status half-configured passwd:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:17:51 status installed passwd:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:17:51 startup packages configure
2022-11-01 21:17:52 startup archives unpack
2022-11-01 21:17:52 upgrade perl-base:amd64 5.34.0-3ubuntu1 5.34.0-3ubuntu1
2022-11-01 21:17:52 status half-configured perl-base:amd64 5.34.0-3ubuntu1
2022-11-01 21:17:52 status unpacked perl-base:amd64 5.34.0-3ubuntu1
2022-11-01 21:17:52 status half-installed perl-base:amd64 5.34.0-3ubuntu1
2022-11-01 21:17:53 status unpacked perl-base:amd64 5.34.0-3ubuntu1
2022-11-01 21:17:53 startup packages configure
2022-11-01 21:17:53 configure perl-base:amd64 5.34.0-3ubuntu1 <none>
2022-11-01 21:17:53 status unpacked perl-base:amd64 5.34.0-3ubuntu1
2022-11-01 21:17:53 status half-configured perl-base:amd64 5.34.0-3ubuntu1
2022-11-01 21:17:53 status installed perl-base:amd64 5.34.0-3ubuntu1
2022-11-01 21:17:53 startup packages configure
2022-11-01 21:17:54 startup archives unpack
2022-11-01 21:17:54 upgrade procps:amd64 2:3.3.17-6ubuntu2 2:3.3.17-6ubuntu2
2022-11-01 21:17:54 status half-configured procps:amd64 2:3.3.17-6ubuntu2
2022-11-01 21:17:54 status unpacked procps:amd64 2:3.3.17-6ubuntu2
2022-11-01 21:17:54 status half-installed procps:amd64 2:3.3.17-6ubuntu2
2022-11-01 21:17:54 status unpacked procps:amd64 2:3.3.17-6ubuntu2
2022-11-01 21:17:54 startup packages configure
2022-11-01 21:17:54 configure procps:amd64 2:3.3.17-6ubuntu2 <none>
2022-11-01 21:17:54 status unpacked procps:amd64 2:3.3.17-6ubuntu2
2022-11-01 21:17:54 status half-configured procps:amd64 2:3.3.17-6ubuntu2
2022-11-01 21:17:54 status installed procps:amd64 2:3.3.17-6ubuntu2
2022-11-01 21:17:56 startup archives unpack
2022-11-01 21:17:56 upgrade sed:amd64 4.8-1ubuntu2 4.8-1ubuntu2
2022-11-01 21:17:56 status half-configured sed:amd64 4.8-1ubuntu2
2022-11-01 21:17:56 status unpacked sed:amd64 4.8-1ubuntu2
2022-11-01 21:17:56 status half-installed sed:amd64 4.8-1ubuntu2
2022-11-01 21:17:56 status unpacked sed:amd64 4.8-1ubuntu2
2022-11-01 21:17:56 startup packages configure
2022-11-01 21:17:56 configure sed:amd64 4.8-1ubuntu2 <none>
2022-11-01 21:17:56 status unpacked sed:amd64 4.8-1ubuntu2
2022-11-01 21:17:56 status half-configured sed:amd64 4.8-1ubuntu2
2022-11-01 21:17:56 status installed sed:amd64 4.8-1ubuntu2
2022-11-01 21:17:56 startup packages configure
2022-11-01 21:17:58 startup archives unpack
2022-11-01 21:17:58 upgrade sensible-utils:all 0.0.17 0.0.17
2022-11-01 21:17:58 status half-configured sensible-utils:all 0.0.17
2022-11-01 21:17:58 status unpacked sensible-utils:all 0.0.17
2022-11-01 21:17:58 status half-installed sensible-utils:all 0.0.17
2022-11-01 21:17:58 status unpacked sensible-utils:all 0.0.17
2022-11-01 21:17:58 startup packages configure
2022-11-01 21:17:58 configure sensible-utils:all 0.0.17 <none>
2022-11-01 21:17:58 status unpacked sensible-utils:all 0.0.17
2022-11-01 21:17:58 status half-configured sensible-utils:all 0.0.17
2022-11-01 21:17:58 status installed sensible-utils:all 0.0.17
2022-11-01 21:17:59 startup archives unpack
2022-11-01 21:17:59 upgrade sysvinit-utils:amd64 3.01-1ubuntu1 3.01-1ubuntu1
2022-11-01 21:17:59 status half-configured sysvinit-utils:amd64 3.01-1ubuntu1
2022-11-01 21:17:59 status unpacked sysvinit-utils:amd64 3.01-1ubuntu1
2022-11-01 21:17:59 status half-installed sysvinit-utils:amd64 3.01-1ubuntu1
2022-11-01 21:17:59 status unpacked sysvinit-utils:amd64 3.01-1ubuntu1
2022-11-01 21:17:59 startup packages configure
2022-11-01 21:17:59 configure sysvinit-utils:amd64 3.01-1ubuntu1 <none>
2022-11-01 21:17:59 status unpacked sysvinit-utils:amd64 3.01-1ubuntu1
2022-11-01 21:17:59 status half-configured sysvinit-utils:amd64 3.01-1ubuntu1
2022-11-01 21:17:59 status installed sysvinit-utils:amd64 3.01-1ubuntu1
2022-11-01 21:18:00 startup packages configure
2022-11-01 21:18:01 startup archives unpack
2022-11-01 21:18:01 upgrade tar:amd64 1.34+dfsg-1build3 1.34+dfsg-1build3
2022-11-01 21:18:01 status half-configured tar:amd64 1.34+dfsg-1build3
2022-11-01 21:18:01 status unpacked tar:amd64 1.34+dfsg-1build3
2022-11-01 21:18:01 status half-installed tar:amd64 1.34+dfsg-1build3
2022-11-01 21:18:01 status unpacked tar:amd64 1.34+dfsg-1build3
2022-11-01 21:18:01 startup packages configure
2022-11-01 21:18:01 configure tar:amd64 1.34+dfsg-1build3 <none>
2022-11-01 21:18:01 status unpacked tar:amd64 1.34+dfsg-1build3
2022-11-01 21:18:01 status half-configured tar:amd64 1.34+dfsg-1build3
2022-11-01 21:18:01 status installed tar:amd64 1.34+dfsg-1build3
2022-11-01 21:18:01 startup packages configure
2022-11-01 21:18:03 startup archives unpack
2022-11-01 21:18:03 upgrade ubuntu-keyring:all 2021.03.26 2021.03.26
2022-11-01 21:18:03 status half-configured ubuntu-keyring:all 2021.03.26
2022-11-01 21:18:03 status unpacked ubuntu-keyring:all 2021.03.26
2022-11-01 21:18:03 status half-installed ubuntu-keyring:all 2021.03.26
2022-11-01 21:18:03 status unpacked ubuntu-keyring:all 2021.03.26
2022-11-01 21:18:03 startup packages configure
2022-11-01 21:18:03 configure ubuntu-keyring:all 2021.03.26 <none>
2022-11-01 21:18:03 status unpacked ubuntu-keyring:all 2021.03.26
2022-11-01 21:18:03 status half-configured ubuntu-keyring:all 2021.03.26
2022-11-01 21:18:03 status installed ubuntu-keyring:all 2021.03.26
2022-11-01 21:18:03 startup packages configure
2022-11-01 21:18:04 startup archives unpack
2022-11-01 21:18:04 upgrade usrmerge:all 25ubuntu2 25ubuntu2
2022-11-01 21:18:04 status half-configured usrmerge:all 25ubuntu2
2022-11-01 21:18:04 status unpacked usrmerge:all 25ubuntu2
2022-11-01 21:18:04 status half-installed usrmerge:all 25ubuntu2
2022-11-01 21:18:04 status unpacked usrmerge:all 25ubuntu2
2022-11-01 21:18:05 startup packages configure
2022-11-01 21:18:05 configure usrmerge:all 25ubuntu2 <none>
2022-11-01 21:18:05 status unpacked usrmerge:all 25ubuntu2
2022-11-01 21:18:05 status half-configured usrmerge:all 25ubuntu2
2022-11-01 21:18:05 status installed usrmerge:all 25ubuntu2
2022-11-01 21:18:06 startup archives unpack
2022-11-01 21:18:06 upgrade util-linux:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3
2022-11-01 21:18:06 status half-configured util-linux:amd64 2.37.2-4ubuntu3
2022-11-01 21:18:06 status unpacked util-linux:amd64 2.37.2-4ubuntu3
2022-11-01 21:18:06 status half-installed util-linux:amd64 2.37.2-4ubuntu3
2022-11-01 21:18:06 status unpacked util-linux:amd64 2.37.2-4ubuntu3
2022-11-01 21:18:06 startup packages configure
2022-11-01 21:18:06 configure util-linux:amd64 2.37.2-4ubuntu3 <none>
2022-11-01 21:18:06 status unpacked util-linux:amd64 2.37.2-4ubuntu3
2022-11-01 21:18:06 status half-configured util-linux:amd64 2.37.2-4ubuntu3
2022-11-01 21:18:06 status installed util-linux:amd64 2.37.2-4ubuntu3
2022-11-01 21:18:06 startup packages configure
2022-11-01 21:18:08 startup archives unpack
2022-11-01 21:18:08 upgrade zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9 1:1.2.11.dfsg-2ubuntu9
2022-11-01 21:18:08 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:18:08 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2022-11-01 21:18:08 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2022-11-01 21:18:08 status half-installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2022-11-01 21:18:08 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2022-11-01 21:18:08 startup packages configure
2022-11-01 21:18:08 configure zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9 <none>
2022-11-01 21:18:08 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2022-11-01 21:18:08 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2022-11-01 21:18:08 status installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2022-11-01 21:18:08 startup packages configure
2022-11-01 21:18:08 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-01 21:18:08 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:18:08 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:18:11 startup archives unpack
2022-11-01 21:18:11 upgrade gcc-12-base:amd64 12-20220319-1ubuntu1 12.1.0-2ubuntu1~22.04
2022-11-01 21:18:11 status half-configured gcc-12-base:amd64 12-20220319-1ubuntu1
2022-11-01 21:18:11 status unpacked gcc-12-base:amd64 12-20220319-1ubuntu1
2022-11-01 21:18:11 status half-installed gcc-12-base:amd64 12-20220319-1ubuntu1
2022-11-01 21:18:11 status unpacked gcc-12-base:amd64 12.1.0-2ubuntu1~22.04
2022-11-01 21:18:11 startup packages configure
2022-11-01 21:18:11 configure gcc-12-base:amd64 12.1.0-2ubuntu1~22.04 <none>
2022-11-01 21:18:11 status unpacked gcc-12-base:amd64 12.1.0-2ubuntu1~22.04
2022-11-01 21:18:11 status half-configured gcc-12-base:amd64 12.1.0-2ubuntu1~22.04
2022-11-01 21:18:11 status installed gcc-12-base:amd64 12.1.0-2ubuntu1~22.04
2022-11-01 21:18:11 startup archives unpack
2022-11-01 21:18:11 upgrade libgcc-s1:amd64 12-20220319-1ubuntu1 12.1.0-2ubuntu1~22.04
2022-11-01 21:18:11 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-01 21:18:11 status half-configured libgcc-s1:amd64 12-20220319-1ubuntu1
2022-11-01 21:18:11 status unpacked libgcc-s1:amd64 12-20220319-1ubuntu1
2022-11-01 21:18:11 status half-installed libgcc-s1:amd64 12-20220319-1ubuntu1
2022-11-01 21:18:11 status unpacked libgcc-s1:amd64 12.1.0-2ubuntu1~22.04
2022-11-01 21:18:11 startup packages configure
2022-11-01 21:18:11 configure libgcc-s1:amd64 12.1.0-2ubuntu1~22.04 <none>
2022-11-01 21:18:11 status unpacked libgcc-s1:amd64 12.1.0-2ubuntu1~22.04
2022-11-01 21:18:11 status half-configured libgcc-s1:amd64 12.1.0-2ubuntu1~22.04
2022-11-01 21:18:11 status installed libgcc-s1:amd64 12.1.0-2ubuntu1~22.04
2022-11-01 21:18:11 startup archives unpack
2022-11-01 21:18:11 upgrade libstdc++6:amd64 12-20220319-1ubuntu1 12.1.0-2ubuntu1~22.04
2022-11-01 21:18:11 status half-configured libstdc++6:amd64 12-20220319-1ubuntu1
